gid,role,role_label,evidence
100000000343175100,coordinator,кандидат в организаторы,кандидат в организаторы (0.57): входящих связей 8; исходящих связей 31. Контр: входящие seed вне выборки
100000001616816100,consolidator,признаки точки консолидации,признаки точки консолидации (0.52): плательщиков 5; пик за день 1. Контр: входящие seed вне выборки
100000002527114100,distributor,признаки веерного распределения,признаки веерного распределения (0.89): получателей 111; отправлено 3.3 млн ₸. Контр: входящие seed вне выборки
100000003016635100,coordinator,кандидат в организаторы,кандидат в организаторы (0.70): входящих связей 8; исходящих связей 73. Контр: входящие seed вне выборки
100000003684369100,coordinator,кандидат в организаторы,кандидат в организаторы (0.97): входящих связей 24; исходящих связей 62. Контр: входящие seed вне выборки
100000004358004100,distributor,признаки веерного распределения,признаки веерного распределения (0.40): получателей 11; отправлено 981 тыс. ₸. Контр: входящие seed вне выборки
100000005382566100,consolidator,признаки точки консолидации,признаки точки консолидации (0.62): плательщиков 7; пик за день 2. Контр: входящие seed вне выборки
100000005498992100,distributor,признаки веерного распределения,признаки веерного распределения (0.47): получателей 16; отправлено 2.3 млн ₸. Контр: входящие seed вне выборки
100000006866783100,coordinator,кандидат в организаторы,кандидат в организаторы (1.00): входящих связей 13; исходящих связей 67. Контр: входящие seed вне выборки
100000007747786100,distributor,признаки веерного распределения,признаки веерного распределения (0.67): получателей 31; отправлено 4.2 млн ₸. Контр: входящие seed вне выборки
100000008680731100,distributor,признаки веерного распределения,признаки веерного распределения (0.62): получателей 27; отправлено 1.5 млн ₸. Контр: входящие seed вне выборки
